,studentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EDTech_Usage_Level,StressLevel,FinalGrade,RiskLevel,LearningStyle_1,LearningStyle_2,LearningStyle_3
4404,STU03780,22,97,1,1,1,0,1,29,11,1,73,89,1,1,0,0,1,0,0
4405,STU03781,22,97,1,1,1,0,1,20,13,1,79,77,0,2,1,1,0,0,0
4406,STU03782,22,97,1,1,1,0,1,26,16,1,66,65,1,2,2,2,0,1,0
4407,STU03783,22,97,1,1,1,1,1,29,11,1,73,89,1,1,0,0,1,0,0
4408,STU03784,22,97,1,1,1,1,1,20,13,1,79,77,0,2,1,1,0,0,0
4409,STU03785,22,97,1,1,1,1,1,26,16,1,66,65,1,2,2,2,0,1,0
4410,STU03786,22,72,1,1,1,1,1,27,20,0,50,87,0,1,0,0,0,0,0
4411,STU03787,22,72,1,0,0,1,1,27,20,0,50,87,0,1,0,0,0,0,0
4412,STU03788,22,72,0,1,2,1,1,27,20,0,50,87,0,1,0,0,0,0,0
4414,STU03789,22,72,2,0,0,0,1,27,20,0,50,87,0,1,0,0,0,0,0
4416,STU03790,18,95,1,1,0,1,1,28,14,1,55,57,1,0,2,2,0,1,0
4417,STU03791,18,95,1,1,0,1,1,29,19,1,53,99,0,2,0,0,0,1,0
4418,STU03792,18,95,1,1,0,1,1,18,12,0,85,51,0,2,3,3,1,0,0
4419,STU03793,18,95,1,1,2,1,1,28,14,1,55,57,1,0,2,2,0,1,0
4420,STU03794,18,95,1,1,2,1,1,29,19,1,53,99,0,2,0,0,0,1,0
4421,STU03795,18,95,1,1,2,1,1,18,12,0,85,51,0,2,3,3,1,0,0
4422,STU03796,18,95,2,0,1,1,1,28,14,1,55,57,1,0,2,2,0,1,0
4423,STU03797,18,95,2,0,1,1,1,29,19,1,53,99,0,2,0,0,0,1,0
4424,STU03798,18,95,2,0,1,1,1,18,12,0,85,51,0,2,3,3,1,0,0
4428,STU03799,18,95,2,1,2,1,1,28,14,1,55,57,1,0,2,2,0,1,0
4429,STU03800,18,95,2,1,2,1,1,29,19,1,53,99,0,2,0,0,0,1,0
4430,STU03801,18,95,2,1,2,1,1,18,12,0,85,51,0,2,3,3,1,0,0
4431,STU03802,17,91,1,0,2,1,1,23,19,0,94,81,1,2,1,1,0,0,1
4432,STU03803,17,91,1,0,2,1,1,28,9,0,54,75,1,2,1,1,0,1,0
4433,STU03804,17,91,1,1,1,1,1,23,19,0,94,81,1,2,1,1,0,0,1
4434,STU03805,17,91,1,1,1,1,1,28,9,0,54,75,1,2,1,1,0,1,0
4435,STU03806,17,91,0,1,0,1,1,23,19,0,94,81,1,2,1,1,0,0,1
4436,STU03807,17,91,0,1,0,1,1,28,9,0,54,75,1,2,1,1,0,1,0
4437,STU03808,17,91,0,1,1,1,1,23,19,0,94,81,1,2,1,1,0,0,1
4438,STU03809,17,91,0,1,1,1,1,28,9,0,54,75,1,2,1,1,0,1,0
4439,STU03810,22,71,2,1,2,1,0,22,1,1,59,61,1,2,2,2,1,0,0
4440,STU03811,22,71,2,1,2,1,0,22,8,1,73,97,1,2,0,0,1,0,0
4441,STU03812,22,71,2,1,2,1,0,28,2,0,51,57,1,2,2,2,1,0,0
4442,STU03813,22,71,1,0,1,0,0,22,1,1,59,61,1,2,2,2,1,0,0
4443,STU03814,22,71,1,0,1,0,0,22,8,1,73,97,1,2,0,0,1,0,0
4444,STU03815,22,71,1,0,1,0,0,28,2,0,51,57,1,2,2,2,1,0,0
4445,STU03816,22,71,1,1,0,1,0,22,1,1,59,61,1,2,2,2,1,0,0
4446,STU03817,22,71,1,1,0,1,0,22,8,1,73,97,1,2,0,0,1,0,0
4447,STU03818,22,71,1,1,0,1,0,28,2,0,51,57,1,2,2,2,1,0,0
4448,STU03819,22,71,0,1,0,1,0,22,1,1,59,61,1,2,2,2,1,0,0
4449,STU03820,22,71,0,1,0,1,0,22,8,1,73,97,1,2,0,0,1,0,0
4450,STU03821,22,71,0,1,0,1,0,28,2,0,51,57,1,2,2,2,1,0,0
4451,STU03822,25,60,2,0,1,1,0,22,6,1,55,90,1,0,0,0,0,0,0
4452,STU03823,25,60,2,1,1,1,0,22,6,1,55,90,1,0,0,0,0,0,0
4453,STU03824,27,74,1,0,2,0,1,23,16,0,58,98,1,1,0,0,0,1,0
4454,STU03825,27,74,1,0,2,0,1,28,20,0,84,61,1,0,2,2,0,1,0
4455,STU03826,27,74,1,0,2,0,1,21,10,1,54,44,1,0,3,3,0,0,0
4456,STU03827,27,74,0,1,2,0,1,23,16,0,58,98,1,1,0,0,0,1,0
4457,STU03828,27,74,0,1,2,0,1,28,20,0,84,61,1,0,2,2,0,1,0
4458,STU03829,27,74,0,1,2,0,1,21,10,1,54,44,1,0,3,3,0,0,0
4459,STU03830,27,74,1,1,1,1,1,23,16,0,58,98,1,1,0,0,0,1,0
4460,STU03831,27,74,1,1,1,1,1,28,20,0,84,61,1,0,2,2,0,1,0
4461,STU03832,27,74,1,1,1,1,1,21,10,1,54,44,1,0,3,3,0,0,0
4462,STU03833,27,74,2,0,2,1,1,23,16,0,58,98,1,1,0,0,0,1,0
4463,STU03834,27,74,2,0,2,1,1,28,20,0,84,61,1,0,2,2,0,1,0
4464,STU03835,27,74,2,0,2,1,1,21,10,1,54,44,1,0,3,3,0,0,0
4465,STU03836,18,73,0,1,1,1,0,28,6,1,63,78,1,0,1,1,0,0,0
4466,STU03837,18,73,0,1,1,1,0,29,4,1,92,78,1,0,1,1,1,0,0
4467,STU03838,18,73,0,1,1,1,0,24,19,1,77,91,1,0,0,0,0,0,1
4468,STU03839,18,73,2,1,2,1,0,28,6,1,63,78,1,0,1,1,0,0,0
4469,STU03840,18,73,2,1,2,1,0,29,4,1,92,78,1,0,1,1,1,0,0
4470,STU03841,18,73,2,1,2,1,0,24,19,1,77,91,1,0,0,0,0,0,1
4471,STU03842,18,73,1,0,1,1,0,28,6,1,63,78,1,0,1,1,0,0,0
4472,STU03843,18,73,1,0,1,1,0,29,4,1,92,78,1,0,1,1,1,0,0
4473,STU03844,18,73,1,0,1,1,0,24,19,1,77,91,1,0,0,0,0,0,1
4474,STU03845,18,73,1,1,1,1,0,28,6,1,63,78,1,0,1,1,0,0,0
4475,STU03846,18,73,1,1,1,1,0,29,4,1,92,78,1,0,1,1,1,0,0
4476,STU03847,18,73,1,1,1,1,0,24,19,1,77,91,1,0,0,0,0,0,1
4477,STU03848,8,86,2,0,2,1,1,23,19,1,68,69,1,2,2,2,0,0,0
4478,STU03849,8,86,2,0,2,1,1,28,15,1,90,90,0,2,0,0,1,0,0
4479,STU03850,8,86,2,0,2,1,1,25,9,1,85,91,1,1,0,0,0,0,0
4480,STU03851,8,86,0,1,0,1,1,23,19,1,68,69,1,2,2,2,0,0,0
4481,STU03852,8,86,0,1,0,1,1,28,15,1,90,90,0,2,0,0,1,0,0
4482,STU03853,8,86,0,1,0,1,1,25,9,1,85,91,1,1,0,0,0,0,0
4483,STU03854,14,94,1,0,1,1,1,19,18,0,95,65,1,0,2,2,0,1,0
4485,STU03855,14,94,1,0,2,1,1,19,18,0,95,65,1,0,2,2,0,1,0
4486,STU03856,14,94,1,1,2,1,1,19,18,0,95,65,1,0,2,2,0,1,0
4487,STU03857,14,94,1,1,1,0,1,19,18,0,95,65,1,0,2,2,0,1,0
4488,STU03858,9,84,0,0,2,1,1,28,18,1,95,95,0,1,0,0,0,0,1
4489,STU03859,9,84,0,0,2,1,1,25,9,1,66,82,1,0,1,1,0,1,0
4490,STU03860,9,84,2,1,2,1,1,28,18,1,95,95,0,1,0,0,0,0,1
4491,STU03861,9,84,2,1,2,1,1,25,9,1,66,82,1,0,1,1,0,1,0
4492,STU03862,9,84,1,0,1,1,1,28,18,1,95,95,0,1,0,0,0,0,1
4493,STU03863,9,84,1,0,1,1,1,25,9,1,66,82,1,0,1,1,0,1,0
4494,STU03864,25,82,2,1,1,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4495,STU03865,25,82,2,1,1,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4496,STU03866,25,82,2,1,1,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4497,STU03867,25,82,2,1,1,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4498,STU03868,25,82,0,0,1,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4499,STU03869,25,82,0,0,1,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4500,STU03870,25,82,0,0,1,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4501,STU03871,25,82,0,0,1,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4502,STU03872,25,82,1,1,1,0,1,24,18,1,95,48,1,2,3,3,0,1,0
4503,STU03873,25,82,1,1,1,0,1,25,7,0,61,94,1,1,0,0,0,0,1
4504,STU03874,25,82,1,1,1,0,1,27,11,1,92,44,0,2,3,3,0,0,0
4505,STU03875,25,82,1,1,1,0,1,18,12,1,69,55,1,2,2,2,0,0,0
4506,STU03876,25,82,1,1,0,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4507,STU03877,25,82,1,1,0,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4508,STU03878,25,82,1,1,0,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4509,STU03879,25,82,1,1,0,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4510,STU03880,25,82,1,1,1,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4511,STU03881,25,82,1,1,1,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4512,STU03882,25,82,1,1,1,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4513,STU03883,25,82,1,1,1,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4514,STU03884,25,82,2,0,0,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4515,STU03885,25,82,2,0,0,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4516,STU03886,25,82,2,0,0,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4517,STU03887,25,82,2,0,0,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4518,STU03888,25,82,2,0,1,1,1,24,18,1,95,48,1,2,3,3,0,1,0
4519,STU03889,25,82,2,0,1,1,1,25,7,0,61,94,1,1,0,0,0,0,1
4520,STU03890,25,82,2,0,1,1,1,27,11,1,92,44,0,2,3,3,0,0,0
4521,STU03891,25,82,2,0,1,1,1,18,12,1,69,55,1,2,2,2,0,0,0
4522,STU03892,7,86,0,0,1,1,0,26,8,1,76,40,0,1,3,3,1,0,0
4523,STU03893,25,89,1,1,2,1,1,24,8,1,95,82,1,2,1,1,1,0,0
4524,STU03894,25,89,0,1,2,1,1,24,8,1,95,82,1,2,1,1,1,0,0
4525,STU03895,25,89,2,0,1,1,1,24,8,1,95,82,1,2,1,1,1,0,0
4526,STU03896,18,84,2,0,1,1,0,20,19,1,79,98,0,0,0,0,0,0,1
4527,STU03897,18,84,2,0,1,1,0,23,10,1,60,82,1,2,1,1,0,0,0
4528,STU03898,18,84,2,0,1,1,0,23,10,1,71,46,1,2,3,3,0,1,0
4529,STU03899,18,84,2,0,1,1,0,23,18,0,98,47,0,2,3,3,0,0,1
4530,STU03900,18,84,1,1,1,1,0,20,19,1,79,98,0,0,0,0,0,0,1
4531,STU03901,18,84,1,1,1,1,0,23,10,1,60,82,1,2,1,1,0,0,0
4532,STU03902,18,84,1,1,1,1,0,23,10,1,71,46,1,2,3,3,0,1,0
4533,STU03903,18,84,1,1,1,1,0,23,18,0,98,47,0,2,3,3,0,0,1
4534,STU03904,18,84,2,1,0,1,0,20,19,1,79,98,0,0,0,0,0,0,1
4535,STU03905,18,84,2,1,0,1,0,23,10,1,60,82,1,2,1,1,0,0,0
4536,STU03906,18,84,2,1,0,1,0,23,10,1,71,46,1,2,3,3,0,1,0
4537,STU03907,18,84,2,1,0,1,0,23,18,0,98,47,0,2,3,3,0,0,1
4538,STU03908,18,84,0,0,1,1,0,20,19,1,79,98,0,0,0,0,0,0,1
4539,STU03909,18,84,0,0,1,1,0,23,10,1,60,82,1,2,1,1,0,0,0
4540,STU03910,18,84,0,0,1,1,0,23,10,1,71,46,1,2,3,3,0,1,0
4541,STU03911,18,84,0,0,1,1,0,23,18,0,98,47,0,2,3,3,0,0,1
4542,STU03912,18,84,0,1,0,1,0,20,19,1,79,98,0,0,0,0,0,0,1
4543,STU03913,18,84,0,1,0,1,0,23,10,1,60,82,1,2,1,1,0,0,0
4544,STU03914,18,84,0,1,0,1,0,23,10,1,71,46,1,2,3,3,0,1,0
4545,STU03915,18,84,0,1,0,1,0,23,18,0,98,47,0,2,3,3,0,0,1
4546,STU03916,24,71,0,0,1,1,0,25,5,1,85,81,1,1,1,1,0,0,1
4547,STU03917,24,71,2,1,1,1,0,25,5,1,85,81,1,1,1,1,0,0,1
4549,STU03918,24,71,2,1,0,1,0,25,5,1,85,81,1,1,1,1,0,0,1
4550,STU03919,24,71,1,0,1,0,0,25,5,1,85,81,1,1,1,1,0,0,1
4551,STU03920,34,63,2,1,0,1,0,28,18,1,78,67,1,2,2,2,0,0,0
4552,STU03921,34,63,2,1,0,1,0,23,20,1,65,95,1,2,0,0,0,0,0
4553,STU03922,17,73,1,0,2,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4554,STU03923,17,73,1,0,2,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4555,STU03924,17,73,1,1,1,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4556,STU03925,17,73,1,1,1,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4557,STU03926,17,73,2,1,1,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4558,STU03927,17,73,2,1,1,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4559,STU03928,17,73,1,1,2,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4560,STU03929,17,73,1,1,2,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4561,STU03930,17,73,2,1,0,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4562,STU03931,17,73,2,1,0,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4563,STU03932,17,73,0,0,1,1,1,25,13,1,88,54,1,2,3,3,0,0,1
4564,STU03933,17,73,0,0,1,1,1,28,14,0,94,51,1,2,3,3,1,0,0
4565,STU03934,15,89,1,1,0,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4566,STU03935,15,89,0,0,0,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4567,STU03936,15,89,2,1,0,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4568,STU03937,15,89,0,1,0,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4569,STU03938,15,89,0,0,2,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4570,STU03939,15,89,1,1,2,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4572,STU03940,15,89,1,0,0,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4573,STU03941,15,89,0,0,1,1,1,29,4,0,54,64,1,2,2,2,0,1,0
4574,STU03942,25,86,1,1,0,1,1,25,13,1,60,71,1,2,1,1,0,0,0
4575,STU03943,25,86,1,1,0,1,1,18,9,1,51,51,1,2,3,3,0,0,1
4578,STU03944,25,86,1,0,1,1,1,25,13,1,60,71,1,2,1,1,0,0,0
4579,STU03945,25,86,1,0,1,1,1,18,9,1,51,51,1,2,3,3,0,0,1
4580,STU03946,23,85,0,1,0,1,1,27,8,1,67,81,0,2,1,1,0,1,0
4581,STU03947,23,85,0,1,0,1,1,24,20,1,90,74,1,1,1,1,0,0,0
4582,STU03948,23,85,0,1,0,1,1,21,10,1,85,97,1,1,0,0,0,0,0
4583,STU03949,23,85,0,1,0,1,1,21,18,0,88,55,1,2,2,2,0,0,1
4584,STU03950,23,85,2,0,0,0,1,27,8,1,67,81,0,2,1,1,0,1,0
4585,STU03951,23,85,2,0,0,0,1,24,20,1,90,74,1,1,1,1,0,0,0
4586,STU03952,23,85,2,0,0,0,1,21,10,1,85,97,1,1,0,0,0,0,0
4587,STU03953,23,85,2,0,0,0,1,21,18,0,88,55,1,2,2,2,0,0,1
4588,STU03954,23,85,1,1,0,1,1,27,8,1,67,81,0,2,1,1,0,1,0
4589,STU03955,23,85,1,1,0,1,1,24,20,1,90,74,1,1,1,1,0,0,0
4590,STU03956,23,85,1,1,0,1,1,21,10,1,85,97,1,1,0,0,0,0,0
4591,STU03957,23,85,1,1,0,1,1,21,18,0,88,55,1,2,2,2,0,0,1
4592,STU03958,23,85,2,0,1,1,1,27,8,1,67,81,0,2,1,1,0,1,0
4593,STU03959,23,85,2,0,1,1,1,24,20,1,90,74,1,1,1,1,0,0,0
4594,STU03960,23,85,2,0,1,1,1,21,10,1,85,97,1,1,0,0,0,0,0
4595,STU03961,23,85,2,0,1,1,1,21,18,0,88,55,1,2,2,2,0,0,1
4596,STU03962,26,60,1,1,2,1,0,28,19,0,50,96,1,2,0,0,0,1,0
4597,STU03963,26,60,1,1,2,1,0,22,1,0,94,84,1,2,1,1,0,1,0
4598,STU03964,26,60,1,1,2,1,0,26,4,1,92,62,1,1,2,2,0,1,0
4599,STU03965,17,88,1,1,1,1,0,29,9,1,57,73,1,1,1,1,1,0,0
4600,STU03966,17,88,1,1,1,1,0,21,19,0,65,74,1,2,1,1,0,0,1
4601,STU03967,17,88,1,1,1,1,0,24,4,0,55,44,1,1,3,3,0,0,1
4602,STU03968,17,88,1,0,1,1,0,29,9,1,57,73,1,1,1,1,1,0,0
4603,STU03969,17,88,1,0,1,1,0,21,19,0,65,74,1,2,1,1,0,0,1
4604,STU03970,17,88,1,0,1,1,0,24,4,0,55,44,1,1,3,3,0,0,1
4605,STU03971,17,88,2,1,1,1,0,29,9,1,57,73,1,1,1,1,1,0,0
4606,STU03972,17,88,2,1,1,1,0,21,19,0,65,74,1,2,1,1,0,0,1
4607,STU03973,17,88,2,1,1,1,0,24,4,0,55,44,1,1,3,3,0,0,1
4608,STU03974,14,98,2,1,1,0,1,29,6,0,78,43,0,2,3,3,0,0,0
4609,STU03975,14,98,2,1,1,0,1,18,2,0,83,91,1,2,0,0,0,0,1
4610,STU03976,14,98,2,1,1,0,1,24,4,0,96,69,0,2,2,2,0,0,0
4611,STU03977,14,98,2,0,1,1,1,29,6,0,78,43,0,2,3,3,0,0,0
4612,STU03978,14,98,2,0,1,1,1,18,2,0,83,91,1,2,0,0,0,0,1
4613,STU03979,14,98,2,0,1,1,1,24,4,0,96,69,0,2,2,2,0,0,0
4614,STU03980,14,98,2,1,1,1,1,29,6,0,78,43,0,2,3,3,0,0,0
4615,STU03981,14,98,2,1,1,1,1,18,2,0,83,91,1,2,0,0,0,0,1
4616,STU03982,14,98,2,1,1,1,1,24,4,0,96,69,0,2,2,2,0,0,0
4617,STU03983,14,98,1,1,2,1,1,29,6,0,78,43,0,2,3,3,0,0,0
4618,STU03984,14,98,1,1,2,1,1,18,2,0,83,91,1,2,0,0,0,0,1
4619,STU03985,14,98,1,1,2,1,1,24,4,0,96,69,0,2,2,2,0,0,0
4620,STU03986,14,98,1,1,0,1,1,29,6,0,78,43,0,2,3,3,0,0,0
4621,STU03987,14,98,1,1,0,1,1,18,2,0,83,91,1,2,0,0,0,0,1
4622,STU03988,14,98,1,1,0,1,1,24,4,0,96,69,0,2,2,2,0,0,0
4623,STU03989,14,98,1,0,1,0,1,29,6,0,78,43,0,2,3,3,0,0,0
4624,STU03990,14,98,1,0,1,0,1,18,2,0,83,91,1,2,0,0,0,0,1
4625,STU03991,14,98,1,0,1,0,1,24,4,0,96,69,0,2,2,2,0,0,0
4629,STU03992,14,98,2,1,2,1,1,29,6,0,78,43,0,2,3,3,0,0,0
4630,STU03993,14,98,2,1,2,1,1,18,2,0,83,91,1,2,0,0,0,0,1
4631,STU03994,14,98,2,1,2,1,1,24,4,0,96,69,0,2,2,2,0,0,0
4632,STU03995,17,93,0,0,1,1,1,26,15,1,79,45,1,0,3,3,0,0,0
4633,STU03996,17,93,0,0,1,1,1,19,13,1,74,83,1,2,1,1,0,0,1
4634,STU03997,17,93,1,1,2,1,1,26,15,1,79,45,1,0,3,3,0,0,0
4635,STU03998,17,93,1,1,2,1,1,19,13,1,74,83,1,2,1,1,0,0,1
4636,STU03999,17,93,1,1,0,1,1,26,15,1,79,45,1,0,3,3,0,0,0
4637,STU04000,17,93,1,1,0,1,1,19,13,1,74,83,1,2,1,1,0,0,1
4638,STU04001,17,93,1,0,0,1,1,26,15,1,79,45,1,0,3,3,0,0,0
4639,STU04002,17,93,1,0,0,1,1,19,13,1,74,83,1,2,1,1,0,0,1
4642,STU04003,17,93,0,1,0,1,1,26,15,1,79,45,1,0,3,3,0,0,0
4643,STU04004,17,93,0,1,0,1,1,19,13,1,74,83,1,2,1,1,0,0,1
4644,STU04005,14,68,1,1,1,1,0,28,8,1,51,81,0,2,1,1,0,1,0
4645,STU04006,14,68,1,1,1,1,0,24,5,0,81,98,0,2,0,0,1,0,0
4646,STU04007,14,68,1,1,1,1,0,23,9,0,62,84,1,0,1,1,1,0,0
4647,STU04008,14,68,1,1,2,1,0,28,8,1,51,81,0,2,1,1,0,1,0
4648,STU04009,14,68,1,1,2,1,0,24,5,0,81,98,0,2,0,0,1,0,0
4649,STU04010,14,68,1,1,2,1,0,23,9,0,62,84,1,0,1,1,1,0,0
4650,STU04011,14,68,2,1,0,1,0,28,8,1,51,81,0,2,1,1,0,1,0
4651,STU04012,14,68,2,1,0,1,0,24,5,0,81,98,0,2,0,0,1,0,0
4652,STU04013,14,68,2,1,0,1,0,23,9,0,62,84,1,0,1,1,1,0,0
4656,STU04014,25,74,2,1,1,1,1,19,17,0,71,70,0,2,1,1,0,1,0
4657,STU04015,25,74,2,1,1,1,1,26,1,1,65,44,1,2,3,3,0,0,0
4658,STU04016,25,74,2,1,1,1,1,20,9,1,53,76,1,2,1,1,1,0,0
4659,STU04017,25,74,2,1,1,1,1,21,17,1,75,49,1,1,3,3,0,0,1
4660,STU04018,25,74,2,1,1,1,1,24,9,1,51,43,1,2,3,3,0,0,1
4661,STU04019,25,74,2,1,1,1,1,23,5,1,57,72,1,2,1,1,1,0,0
4662,STU04020,25,74,1,1,0,1,1,19,17,0,71,70,0,2,1,1,0,1,0
4663,STU04021,25,74,1,1,0,1,1,26,1,1,65,44,1,2,3,3,0,0,0
4664,STU04022,25,74,1,1,0,1,1,20,9,1,53,76,1,2,1,1,1,0,0
4665,STU04023,25,74,1,1,0,1,1,21,17,1,75,49,1,1,3,3,0,0,1
4666,STU04024,25,74,1,1,0,1,1,24,9,1,51,43,1,2,3,3,0,0,1
4667,STU04025,25,74,1,1,0,1,1,23,5,1,57,72,1,2,1,1,1,0,0
4668,STU04026,25,74,1,1,2,1,1,19,17,0,71,70,0,2,1,1,0,1,0
4669,STU04027,25,74,1,1,2,1,1,26,1,1,65,44,1,2,3,3,0,0,0
4670,STU04028,25,74,1,1,2,1,1,20,9,1,53,76,1,2,1,1,1,0,0
4671,STU04029,25,74,1,1,2,1,1,21,17,1,75,49,1,1,3,3,0,0,1
4672,STU04030,25,74,1,1,2,1,1,24,9,1,51,43,1,2,3,3,0,0,1
4673,STU04031,25,74,1,1,2,1,1,23,5,1,57,72,1,2,1,1,1,0,0
4674,STU04032,25,74,2,0,2,1,1,19,17,0,71,70,0,2,1,1,0,1,0
4675,STU04033,25,74,2,0,2,1,1,26,1,1,65,44,1,2,3,3,0,0,0
4676,STU04034,25,74,2,0,2,1,1,20,9,1,53,76,1,2,1,1,1,0,0
4677,STU04035,25,74,2,0,2,1,1,21,17,1,75,49,1,1,3,3,0,0,1
4678,STU04036,25,74,2,0,2,1,1,24,9,1,51,43,1,2,3,3,0,0,1
4679,STU04037,25,74,2,0,2,1,1,23,5,1,57,72,1,2,1,1,1,0,0
4680,STU04038,28,79,1,1,1,1,1,21,2,1,82,73,1,1,1,1,1,0,0
4681,STU04039,28,79,1,1,1,1,1,28,11,0,67,42,1,1,3,3,0,1,0
4682,STU04040,28,79,1,1,1,1,1,18,13,1,94,52,1,2,3,3,0,0,0
4683,STU04041,28,79,1,1,1,1,1,18,12,0,83,69,1,1,2,2,1,0,0
4684,STU04042,28,79,2,1,0,1,1,21,2,1,82,73,1,1,1,1,1,0,0
4685,STU04043,28,79,2,1,0,1,1,28,11,0,67,42,1,1,3,3,0,1,0
4686,STU04044,28,79,2,1,0,1,1,18,13,1,94,52,1,2,3,3,0,0,0
4687,STU04045,28,79,2,1,0,1,1,18,12,0,83,69,1,1,2,2,1,0,0
4688,STU04046,31,81,1,0,0,1,0,22,12,1,64,52,0,2,3,3,0,0,1
4689,STU04047,31,81,1,0,0,1,0,19,16,1,58,96,1,0,0,0,0,0,1
4690,STU04048,31,81,1,0,0,1,0,22,19,1,89,90,1,1,0,0,0,1,0
4691,STU04049,31,81,1,0,0,1,0,20,18,0,63,69,1,2,2,2,1,0,0
4692,STU04050,13,99,1,1,1,1,1,19,4,0,99,47,1,0,3,3,0,0,1
4693,STU04051,13,99,1,1,1,1,1,26,1,1,71,85,0,1,0,0,1,0,0
4694,STU04052,13,99,1,1,1,1,1,29,7,1,52,77,1,1,1,1,0,0,0
4695,STU04053,13,99,1,1,1,1,1,20,6,0,83,58,0,1,2,2,0,1,0
4696,STU04054,13,99,1,1,1,1,1,20,15,0,76,96,1,0,0,0,1,0,0
4697,STU04055,13,99,1,1,1,1,1,20,10,1,92,58,1,2,2,2,1,0,0
4698,STU04056,13,99,1,1,1,1,1,20,6,1,73,71,1,1,1,1,1,0,0
4699,STU04057,13,99,2,0,1,1,1,19,4,0,99,47,1,0,3,3,0,0,1
4700,STU04058,13,99,2,0,1,1,1,26,1,1,71,85,0,1,0,0,1,0,0
4701,STU04059,13,99,2,0,1,1,1,29,7,1,52,77,1,1,1,1,0,0,0
4702,STU04060,13,99,2,0,1,1,1,20,6,0,83,58,0,1,2,2,0,1,0
4703,STU04061,13,99,2,0,1,1,1,20,15,0,76,96,1,0,0,0,1,0,0
4704,STU04062,13,99,2,0,1,1,1,20,10,1,92,58,1,2,2,2,1,0,0
4705,STU04063,13,99,2,0,1,1,1,20,6,1,73,71,1,1,1,1,1,0,0
4713,STU04064,13,99,2,1,1,0,1,19,4,0,99,47,1,0,3,3,0,0,1
4714,STU04065,13,99,2,1,1,0,1,26,1,1,71,85,0,1,0,0,1,0,0
4715,STU04066,13,99,2,1,1,0,1,29,7,1,52,77,1,1,1,1,0,0,0
4716,STU04067,13,99,2,1,1,0,1,20,6,0,83,58,0,1,2,2,0,1,0
4717,STU04068,13,99,2,1,1,0,1,20,15,0,76,96,1,0,0,0,1,0,0
4718,STU04069,13,99,2,1,1,0,1,20,10,1,92,58,1,2,2,2,1,0,0
4719,STU04070,13,99,2,1,1,0,1,20,6,1,73,71,1,1,1,1,1,0,0
4720,STU04071,13,99,1,0,2,1,1,19,4,0,99,47,1,0,3,3,0,0,1
4721,STU04072,13,99,1,0,2,1,1,26,1,1,71,85,0,1,0,0,1,0,0
4722,STU04073,13,99,1,0,2,1,1,29,7,1,52,77,1,1,1,1,0,0,0
4723,STU04074,13,99,1,0,2,1,1,20,6,0,83,58,0,1,2,2,0,1,0
4724,STU04075,13,99,1,0,2,1,1,20,15,0,76,96,1,0,0,0,1,0,0
4725,STU04076,13,99,1,0,2,1,1,20,10,1,92,58,1,2,2,2,1,0,0
4726,STU04077,13,99,1,0,2,1,1,20,6,1,73,71,1,1,1,1,1,0,0
4727,STU04078,29,97,1,0,1,1,0,20,9,1,65,77,1,1,1,1,0,0,0
4728,STU04079,29,97,1,0,1,1,0,23,2,0,62,66,0,2,2,2,0,0,0
4729,STU04080,29,97,1,0,1,1,0,18,20,1,86,75,1,2,1,1,0,0,1
